Make,Model,Body Type,Year,Engine Type,Engine Size,Transmission,Drive Type,Mileage,Condition,Gas Equipment,Steering Wheel,Cleared Customs,Color,Wheel Size,Headlights,Interior Color,Interior Material,Sunroof,Comfort,y
Kia,Sportage,SUV / Crossover,2020,Gasoline,2.4 L,Automatic,All Wheel Drive,"56,000 miles",Car is not damaged,,Left,Yes,White,R17,Halogen Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$23,000"
Peugeot,406,Sedan,1996,Gasoline,1.8 L,Manual,Front Wheel Drive,"170,000 km",Car is not damaged,Installed,Left,Yes,Silver,R16,Halogen Headlights,Gray,Other,No,Air conditioner,"$2,600"
Subaru,Forester,Wagon,2003,Gasoline,2.0 L,Automatic,All Wheel Drive,"110,000 km",Car is not damaged,Installed,Right,Yes,Gray,R16,Хenon Headlights,Gray,Textile,No,Air conditioner,"$6,000"
Lexus,IS,Sedan,2007,Gasoline,2.5 L,Automatic,All Wheel Drive,"150,000 miles",Car is not damaged,,Left,Yes,Black,R17,LED Headlights,Black,Leather,Regular Sunroof,"Heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$12,500"
Opel,Astra,Hatchback,2003,Gasoline,1.6 L,Manual,Front Wheel Drive,"220,000 km",Car is not damaged,Installed,Left,Yes,Silver,R15,Halogen Headlights,Black,Textile,No,Air conditioner,"$5,300"
VAZ (Lada),2107,Sedan,2005,Gasoline,1.7 L,Manual,Rear Wheel Drive,"61,000 km",Car is not damaged,Installed,Left,Yes,White,R14,LED Headlights,Black,Leather,No,Tinted windows,"$2,300"
Toyota,Land Cruiser Prado,SUV / Crossover,2006,Gasoline,2.7 L,Automatic,All Wheel Drive,"154,000 km",Car is not damaged,,Left,Yes,White,R17,Halogen Headlights,Beige,Leather,No,"Air conditioner, tinted windows","$20,000"
Kia,Forte,Sedan,2019,Gasoline,2.0 L,Automatic,Front Wheel Drive,"65,000 miles",Car is not damaged,,Left,Yes,Gray,R16,Halogen Headlights,Black,Textile,No,"Air conditioner, heated seats, cruise control","$16,800"
Hyundai,ix55,SUV / Crossover,2010,Gasoline,3.8 L,Automatic,All Wheel Drive,"182,000 km",Car is not damaged,Installed,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$10,500"
Ford,Transit,Van,2000,Diesel,2.4 L,Manual,Rear Wheel Drive,"400,000 km",Car is not damaged,,Left,Yes,Blue,R14,Halogen Headlights,Gray,Textile,No,,"$4,000"
Toyota,Corolla,Sedan,2014,Gasoline,1.8 L,Automatic,Front Wheel Drive,"200,000 miles",Car is not damaged,Installed,Left,No,Silver,R16,LED Headlights,Black,Leather,No,,"$8,400"
Mercedes-Benz,ML,SUV / Crossover,2012,Gasoline,3.5 L,Automatic,All Wheel Drive,"175,000 km",Car is not damaged,,Left,Yes,White,R19,Halogen Headlights,Gray,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control","$25,000"
Jeep,Compass,SUV / Crossover,2018,Gasoline,2.4 L,Automatic,All Wheel Drive,"77,000 miles",Car is not damaged,,Left,Yes,Red,R17,Хenon Headlights,Black,Leather,No,"Air conditioner, ventilated seats, cruise control, tinted windows","$20,300"
Toyota,Land Cruiser Prado,SUV / Crossover,2012,Gasoline,4.0 L,Automatic,All Wheel Drive,"250,000 km",Car is not damaged,Installed,Left,Yes,Black,R18,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$36,300"
VAZ (Lada),2121 Niva,SUV / Crossover,2008,Gasoline,1.7 L,Manual,All Wheel Drive,"190,000 km",Car is not damaged,Installed,Left,Yes,White,R16,Halogen Headlights,Black,Textile,No,Tinted windows,"$4,000"
Mitsubishi,Pajero IO,SUV / Crossover,2004,Gasoline,2.0 L,Automatic,Rear Wheel Drive,"130,000 km",Car is not damaged,,Left,Yes,Black,R16,Halogen Headlights,Brown,Textile,No,,"$6,900"
BMW,X5,SUV / Crossover,2011,Gasoline,3.0 L,Automatic,All Wheel Drive,"165,000 km",Car is not damaged,,Left,No,Black,R18,Хenon Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel","$14,000"
Kia,Sedona,Minivan,2017,Gasoline,3.5 L,Automatic,Front Wheel Drive,"63,000 miles",Car is not damaged,,Left,Yes,Black,R17,LED Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$24,000"
Mercedes-Benz,S-Class,Sedan,2011,Gasoline,4.7 L,Automatic,All Wheel Drive,"150,000 km",Car is not damaged,,Left,Yes,Black,R19,Хenon Headlights,White,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$23,000"
Nissan,Altima,Sedan,2009,Gasoline,2.5 L,Automatic,Front Wheel Drive,"209,000 miles",Car is not damaged,Installed,Left,Yes,Black,R16,Halogen Headlights,Black,Textile,No,Air conditioner,"$5,700"
Volkswagen,Passat,Sedan,2001,Gasoline,2.8 L,Manual,Front Wheel Drive,"215,000 km",Car is not damaged,Installed,Left,Yes,Black,R16,Halogen Headlights,Gray,Leather,Regular Sunroof,"Air conditioner, heated seats, ventilated seats, cruise control","$3,600"
BMW,5 Series,Sedan,2017,Gasoline,2.0 L,Automatic,Rear Wheel Drive,"82,543 km",Car is not damaged,,Left,Yes,Black,R18,LED Headlights,Beige,Leather,Regular Sunroof,,"$38,000"
Nissan,Tiida,Hatchback,2008,Gasoline,1.5 L,Automatic,Front Wheel Drive,"110,000 km",Car is not damaged,,Right,Yes,Silver,R15,Хenon Headlights,Black,Leather,No,"Air conditioner, cruise control, tinted windows","$6,300"
Opel,Zafira,Minivan,1999,Gasoline,1.8 L,Manual,Front Wheel Drive,"350,000 km",Car is not damaged,Installed,Left,Yes,Blue,R15,Halogen Headlights,Blue,Textile,Regular Sunroof,"Air conditioner, heated seats, tinted windows","$5,200"
BMW,3 Series,Sedan,2020,Gasoline,2.0 L,Automatic,Rear Wheel Drive,"62,000 km",Car is not damaged,,Left,Yes,Black,R19,LED Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$38,800"
Toyota,Ipsum,Minivan,2008,Gasoline,2.4 L,Automatic,Front Wheel Drive,"138,000 km",Car is not damaged,,Left,Yes,Black,R16,Хenon Headlights,Beige,Alcantara,No,"Air conditioner, cruise control, tinted windows","$11,300"
BMW,5 Series,Sedan,2009,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"180,000 km",Car is not damaged,,Left,Yes,Silver,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$11,000"
Chevrolet,Cruze,Sedan,2016,Gasoline,1.4 L,Automatic,Front Wheel Drive,"128,714 km",Car is not damaged,,Left,Yes,Brown,R16,Halogen Headlights,Black,Textile,No,Heated seats,"$11,000"
Toyota,Camry,Sedan,2018,Gasoline,2.5 L,Automatic,Front Wheel Drive,"44,600 miles",Car is not damaged,,Left,Yes,Black,R19,LED Headlights,Red,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$33,000"
Hyundai,Sonata,Sedan,2017,Hybrid,2.0 L,Automatic,Front Wheel Drive,"52,000 km",Car is not damaged,Installed,Left,Yes,Silver,R17,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, tinted windows","$13,900"
Lexus,RX,SUV / Crossover,2003,Gasoline,3.3 L,Automatic,All Wheel Drive,"128,000 miles",Car is not damaged,Installed,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$14,000"
Porsche,Cayenne,SUV / Crossover,2009,Gasoline,4.8 L,Automatic,All Wheel Drive,"190,000 km",Car is not damaged,,Left,Yes,Black,R18,LED Headlights,Black,Alcantara,No,"Air conditioner, heated seats, heated steering wheel, cruise control","$14,900"
Honda,Accord,Sedan,2020,Gasoline,1.5 L,Automatic,Front Wheel Drive,"25,700 km",Car is not damaged,,Left,Yes,Gray,R19,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$26,500"
Jeep,Renegade,SUV / Crossover,2020,Gasoline,2.4 L,Automatic,Front Wheel Drive,"43,000 km",Car is not damaged,,Left,Yes,Black,R17,Halogen Headlights,Black,Textile,No,"Air conditioner, cruise control","$20,300"
Mercedes-Benz,C-Class,Sedan,1998,Gasoline,1.8 L,Manual,Rear Wheel Drive,"250,000 km",Car is not damaged,Installed,Left,Yes,Blue,R15,LED Headlights,Black,Other,No,"Air conditioner, heated seats, cruise control, tinted windows","$6,200"
Porsche,Cayenne,SUV / Crossover,2010,Gasoline,3.6 L,Automatic,All Wheel Drive,"142,000 km",Car is not damaged,,Left,Yes,White,R20,Хenon Headlights,Beige,Leather,Panoramic Sunroof,"Air conditioner, heated steering wheel, ventilated seats, cruise control, tinted windows","$25,500"
Audi,Q7,SUV / Crossover,2010,Gasoline,3.6 L,Automatic,All Wheel Drive,"240,000 km",Car is not damaged,,Left,Yes,White,R20,Хenon Headlights,Brown,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$25,000"
Mercedes-Benz,Viano,Minivan,2004,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"220,000 km",Car is not damaged,Installed,Left,Yes,Black,R17,Halogen Headlights,Gray,Leather,Regular Sunroof,Air conditioner,"$12,700"
Toyota,4Runner,SUV / Crossover,2020,Gasoline,3.4 L,Automatic,All Wheel Drive,"10,000 km",Car is not damaged,,Left,Yes,White,R20,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$50,000"
Hyundai,Sonata,Sedan,2019,Gasoline,2.4 L,Automatic,Front Wheel Drive,"80,000 miles",Car is not damaged,,Left,Yes,Gray,R17,Halogen Headlights,Gray,Textile,No,"Air conditioner, cruise control","$13,900"
VAZ (Lada),2110,Sedan,2009,Gasoline,1.6 L,Manual,Front Wheel Drive,"200,000 km",Car is not damaged,Installed,Left,Yes,Black,R14,Halogen Headlights,Black,Textile,No,Tinted windows,"900,000 ֏"
Lexus,GX460,SUV / Crossover,2019,Gasoline,4.6 L,Automatic,All Wheel Drive,"118,000 km",Car is not damaged,Installed,Left,No,Black,R18,LED Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, tinted windows","$42,000"
Mercedes-Benz,ML,SUV / Crossover,2004,Gasoline,3.5 L,Automatic,All Wheel Drive,"320,000 km",Car is not damaged,,Left,Yes,Blue,R17,Halogen Headlights,Gray,Leather,Regular Sunroof,"Air conditioner, heated seats","$6,000"
Mercedes-Benz,CLS-Class AMG,Sedan,2008,Gasoline,5.5 L,Automatic,Rear Wheel Drive,"199,000 km",Car is not damaged,,Left,Yes,Black,R17,Хenon Headlights,Beige,Leather,Regular Sunroof,,"$16,500"
Lexus,ES,Sedan,2019,Hybrid,2.5 L,Automatic,Front Wheel Drive,"80,000 km",Car is not damaged,,Left,Yes,Silver,R18,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, ventilated seats, cruise control, tinted windows","$38,000"
Mazda,CX-5,SUV / Crossover,2021,Gasoline,2.5 L,Automatic,All Wheel Drive,"19,000 miles",Car is not damaged,,Left,Yes,Gray,R18,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$27,500"
Nissan,Altima,Sedan,2020,Gasoline,2.5 L,Automatic,All Wheel Drive,"37,000 miles",Car is not damaged,,Left,Yes,White,R19,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$18,700"
Nissan,Sentra,Sedan,2019,Gasoline,1.8 L,Automatic,Front Wheel Drive,"126,000 km",Car is not damaged,Installed,Left,Yes,Blue,R16,Хenon Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$14,000"
GAZ (ГАЗ),ГАЗель,Van,2005,Gasoline,1.5 L,Manual,Rear Wheel Drive,"560,000 km",Car is not damaged,Installed,Left,Yes,White,R16,Halogen Headlights,Gray,Other,No,"Air conditioner, tinted windows","$5,150"
VAZ (Lada),2106,Sedan,2000,Gasoline,1.6 L,Manual,Rear Wheel Drive,"138,000 km",Car is not damaged,Installed,Left,Yes,Purple,R13,Halogen Headlights,Black,Textile,No,,"$3,300"
Nissan,Rogue,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"111,000 miles",Car is not damaged,,Left,Yes,White,R17,LED Headlights,Black,Textile,No,Cruise control,"$14,300"
Toyota,Ipsum,Minivan,2004,Gasoline,2.4 L,Automatic,Front Wheel Drive,"210,000 km",Car is not damaged,Installed,Right,Yes,Silver,R17,Хenon Headlights,Black,Textile,No,Air conditioner,"$8,300"
Mercedes-Benz,E-Class,Sedan,1998,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"180,000 km",Car is not damaged,,Left,Yes,Blue,R17,Halogen Headlights,Gray,Other,Regular Sunroof,"Air conditioner, cruise control, tinted windows","$6,500"
Hyundai,Sonata,Sedan,2003,Gasoline,2.7 L,Manual,Front Wheel Drive,"255,000 km",Car is not damaged,Installed,Left,Yes,Silver,R15,Halogen Headlights,Black,Leather,No,Heated seats,"$5,000"
Hyundai,Veloster,Hatchback,2013,Gasoline,1.6 L,Automatic,Front Wheel Drive,"68,000 km",Car is not damaged,,Left,Yes,Silver,R18,Хenon Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$11,600"
Porsche,Cayenne,SUV / Crossover,2010,Gasoline,4.8 L,Automatic,All Wheel Drive,"204,000 km",Car is not damaged,,Left,Yes,Brown,R21,Хenon Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, cruise control, tinted windows","$28,000"
Toyota,Camry,Sedan,2019,Gasoline,2.5 L,Automatic,Front Wheel Drive,"32,000 miles",Car is not damaged,,Left,Yes,White,R19,Хenon Headlights,Red,Leather,Panoramic Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$29,000"
VAZ (Lada),2113,Hatchback,2007,Gasoline,1.6 L,Manual,Front Wheel Drive,"136,000 km",Car is not damaged,Installed,Left,Yes,Black,R14,Halogen Headlights,Red,Textile,No,,"$3,200"
GAZ (ГАЗ),,Sedan,1963,Gasoline,2.4 L,Manual,Rear Wheel Drive,"200,000 km",Car is not damaged,Installed,Left,Yes,Cyan,R15,Halogen Headlights,Beige,Textile,No,,"1,500,000 ֏"
Toyota,Camry,Sedan,2013,Gasoline,2.5 L,Automatic,Front Wheel Drive,"120,000 km",Car is not damaged,,Left,Yes,White,R17,LED Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$14,000"
VAZ (Lada),Priora,Sedan,2012,Gasoline,1.6 L,Manual,Front Wheel Drive,"180,000 km",Car is not damaged,,Left,Yes,Black,R14,Halogen Headlights,Gray,Other,No,"Air conditioner, cruise control, tinted windows","$4,700"
VAZ (Lada),2106,Sedan,1996,Gasoline,1.5 L,Manual,Rear Wheel Drive,"108,000 km",Car is not damaged,,Left,Yes,Gray,R13,Halogen Headlights,Gray,Textile,No,,"$3,200"
GAZ (ГАЗ),24 Volga,Sedan,1986,Gasoline,2.1 L,Manual,Rear Wheel Drive,"300,000 km",Car is not damaged,Installed,Left,Yes,White,R15,Halogen Headlights,Other,Other,No,Tinted windows,"330,000 ֏"
Kia,Sportage,SUV / Crossover,2019,Gasoline,2.4 L,Automatic,All Wheel Drive,"48,000 miles",Car is not damaged,,Left,Yes,Black,R18,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control","$25,000"
Toyota,Camry,Sedan,2011,Gasoline,2.5 L,Automatic,Rear Wheel Drive,"250,000 km",Car is not damaged,Installed,Left,Yes,Red,R17,Хenon Headlights,Beige,Leather,No,"Air conditioner, cruise control, tinted windows","$12,000"
BMW,X5,SUV / Crossover,2004,Gasoline,3.0 L,Automatic,All Wheel Drive,"180,000 km",Car is not damaged,,Left,Yes,Gray,R17,Хenon Headlights,Gray,Leather,Panoramic Sunroof,,"$10,500"
Opel,Astra,Hatchback,1999,Gasoline,1.6 L,Manual,Front Wheel Drive,"370,000 km",Car is not damaged,Installed,Left,Yes,Blue,R15,Хenon Headlights,Black,Leather,No,"Air conditioner, heated seats","$4,500"
Opel,Zafira,Minivan,2005,Gasoline,2.2 L,Manual,Front Wheel Drive,"300,000 km",Car is not damaged,Installed,Left,Yes,Silver,R15,Хenon Headlights,Black,Textile,No,"Air conditioner, tinted windows","$5,500"
Ford,Transit,Van,2007,Diesel,2.4 L,Manual,Rear Wheel Drive,"197,000 km",Car is not damaged,,Left,Yes,White,R16,Halogen Headlights,Blue,Textile,No,,"$12,000"
Opel,Zafira,Minivan,2004,Diesel,2.2 L,Manual,Front Wheel Drive,"315,000 km",Left,,Left,Blue,R17,LED Headlights,Other,Other,Textile,No,"Air conditioner, cruise control, tinted windows","$5,700"
Mitsubishi,Airtrek,SUV / Crossover,2001,Gasoline,2.4 L,Automatic,All Wheel Drive,"124,000 km",Car is not damaged,Installed,Left,Yes,Black,R16,Halogen Headlights,Gray,Other,Regular Sunroof,Air conditioner,"$6,500"
Mercedes-Benz,E-Class,Sedan,2002,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"190,000 km",Car is not damaged,,Left,Yes,White,R18,Хenon Headlights,Black,Alcantara,No,Tinted windows,"$10,500"
Suzuki,Kizashi,Sedan,2010,Gasoline,2.4 L,Automatic,Front Wheel Drive,"282,800 km",Car is not damaged,Installed,Left,Yes,Gray,R18,Хenon Headlights,Black,Textile,Panoramic Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$8,500"
Land Rover,Freelander,SUV / Crossover,2000,Gasoline,1.8 L,Manual,All Wheel Drive,"210,000 miles",Car is not damaged,Installed,Left,Yes,Green,R16,Halogen Headlights,Gray,Textile,No,,"$4,000"
VAZ (Lada),Kalina,Hatchback,2008,Gasoline,1.6 L,Manual,Front Wheel Drive,"150,000 km",Car is not damaged,Installed,Left,Yes,Silver,R14,Halogen Headlights,Gray,Other,No,,"$2,800"
Toyota,bZ4X,SUV / Crossover,2023,Electric,Automatic,Front Wheel Drive,300 km,Car is not damaged,Left,,Left,Gray,R18,LED Headlights,Other,Other,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$33,000"
VAZ (Lada),2106,Sedan,1986,Gasoline,1.6 L,Manual,Rear Wheel Drive,"256,782 km",Car is not damaged,Installed,Left,Yes,Beige,R15,Halogen Headlights,Black,Other,No,Tinted windows,"370,000 ֏"
Volkswagen,ID.4,SUV / Crossover,2022,Electric,Automatic,All Wheel Drive,50 km,Car is not damaged,Left,,Left,Gray,R20,LED Headlights,Black,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$29,700"
Hyundai,Santa Fe,SUV / Crossover,2013,Gasoline,2.4 L,Automatic,All Wheel Drive,"123,000 miles",Car is not damaged,,Left,Yes,Black,R17,LED Headlights,Beige,Other,No,"Air conditioner, heated seats, cruise control","$13,900"
Kia,Sportage,SUV / Crossover,2017,Gasoline,2.4 L,Automatic,All Wheel Drive,"24,000 miles",Car is not damaged,,Left,Yes,Blue,R17,LED Headlights,Other,Leather,No,"Air conditioner, heated seats, cruise control, tinted windows","$18,500"
BMW,X5,SUV / Crossover,2008,Gasoline,3.0 L,Automatic,All Wheel Drive,"300,000 km",Car is not damaged,Installed,Left,Yes,White,R20,Хenon Headlights,Other,Other,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$16,000"
Toyota,Land Cruiser Prado,SUV / Crossover,2006,Gasoline,2.7 L,Automatic,All Wheel Drive,"250,000 km",Car is not damaged,Installed,Left,Yes,Black,R18,LED Headlights,Black,Leather,No,"Air conditioner, tinted windows","$20,500"
Toyota,Camry,Sedan,2011,Gasoline,2.5 L,Automatic,Front Wheel Drive,"190,000 km",Car is not damaged,Installed,Left,Yes,Silver,R17,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control","$12,500"
Opel,Zafira,Minivan,2005,Gasoline,1.8 L,Manual,Front Wheel Drive,"230,000 km",Car is not damaged,Installed,Left,Yes,Silver,R16,Halogen Headlights,Black,Textile,No,"Cruise control, tinted windows","$8,000"
Mazda,6,Sedan,2016,Gasoline,2.5 L,Automatic,Front Wheel Drive,"80,000 miles",Car is not damaged,,Left,Yes,White,R19,Хenon Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$16,500"
Mercedes-Benz,C-Class,Sedan,2014,Gasoline,1.8 L,Automatic,Rear Wheel Drive,"150,000 km",Car is not damaged,,Left,Yes,White,R17,LED Headlights,Black,Leather,Regular Sunroof,,"$15,800"
BMW,3 Series,Sedan,1999,Gasoline,2.3 L,Automatic,Rear Wheel Drive,"300,000 km",Car is not damaged,Installed,Left,Yes,Silver,R17,Хenon Headlights,Gray,Leather,Regular Sunroof,,"$5,400"
Mercedes-Benz,ML,SUV / Crossover,2006,Gasoline,3.5 L,Automatic,All Wheel Drive,"170,000 km",Car is not damaged,Installed,Left,Yes,White,R17,Halogen Headlights,Beige,Leather,No,"Air conditioner, heated seats, cruise control","$13,000"
Nissan,Rogue,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"84,000 miles",Car is not damaged,,Left,Yes,Silver,R17,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, cruise control, tinted windows","$18,000"
Opel,Zafira,Van,2000,Gasoline,1.6 L,Manual,Front Wheel Drive,"315,850 km",Car is damaged,Installed,Left,Yes,Green,R15,LED Headlights,Black,Textile,No,"Air conditioner, tinted windows","$4,500"
